Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress ScoreÂ®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Pilates,11/4/2023 08:46,FALSE,Pilates,0,165,00:45:55,98,117,0.5,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,45:54.7,1,0,0,--,00:45:55,00:45:55,--,--
Pilates,10/15/2023 08:59,FALSE,Pilates,0,167,00:49:41,94,137,0.9,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,49:40.6,1,0,0,--,00:49:41,00:49:41,--,--
Pilates,11/27/2023 08:58,FALSE,Pilates,0,169,00:48:07,95,114,0.3,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,48:07.5,1,0,0,--,00:48:07,00:48:07,--,--
Running,1/4/2022 08:54,FALSE,Carrera,3.37,170,00:25:32,133,155,2.7,163,245,07:34,06:08,329,325,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:06.2,3,0,3.37,325,00:25:29,00:28:33,47,158
Pilates,2/17/2024 08:42,FALSE,Pilates,0,173,00:48:26,94,131,0.6,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,48:26.1,1,0,0,--,00:48:26,00:49:48,--,--
Pilates,4/7/2023 08:13,FALSE,Pilates,0,174,01:06:42,86,115,0.2,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,06:42.2,1,0,0,--,01:06:42,01:06:42,--,--
Pilates,3/20/2023 08:13,FALSE,Pilates,0,175,00:47:49,101,129,0.9,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,47:49.4,1,0,0,--,00:47:49,00:47:49,--,--
Pilates,1/7/2024 08:33,FALSE,Pilates,0,176,00:58:36,88,117,0.3,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,58:36.0,1,0,0,--,00:58:36,01:03:34,--,--
Pilates,7/15/2023 10:31,FALSE,Pilates,0,176,01:16:49,81,118,0.2,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,16:48.6,1,0,0,--,01:16:49,01:16:49,--,--
Pilates,9/8/2023 08:12,FALSE,Pilates,0,178,01:00:46,91,112,0.3,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,00:45.6,1,0,0,--,01:00:46,01:00:46,--,--
Running,5/25/2022 18:51,FALSE,Carrera,3.24,180,00:25:16,138,164,3.1,154,194,07:48,05:31,17,20,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:10.0,3,0,3.24,20,00:25:02,00:25:16,53,70
Pilates,1/31/2024 10:08,FALSE,Pilates,0,185,00:51:03,97,119,0.5,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,51:03.0,1,0,0,--,00:51:03,00:51:03,--,--
Running,5/21/2022 19:43,FALSE,Carrera,3.34,189,00:27:32,134,160,3,151,195,08:14,05:51,--,--,0.8,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:34.2,3,0,3.34,--,00:25:10,00:27:32,--,--
Pilates,2/11/2024 07:41,FALSE,Pilates,0,191,00:56:09,93,116,0.4,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,56:08.7,1,0,0,--,00:56:09,00:56:09,--,--
Pilates,10/27/2023 09:54,FALSE,Pilates,0,191,01:09:05,87,130,0.4,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,09:05.4,1,0,0,--,01:09:05,01:09:05,--,--
Pilates,10/12/2023 09:50,FALSE,Pilates,0,193,01:24:25,81,106,0.2,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,24:25.0,1,0,0,--,01:24:25,01:24:25,--,--
Pilates,4/23/2023 08:37,FALSE,Pilates,0,199,01:15:55,87,112,0.3,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,15:55.3,1,0,0,--,01:15:55,01:15:55,--,--
Running,5/11/2023 06:32,FALSE,Running,3.75,202,00:21:03,144,154,3.4,188,199,05:37,04:54,33,31,0.94,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:44.0,3,0,3.75,31,00:21:02,00:21:14,7,31
Pilates,3/31/2022 10:16,FALSE,Pilates,0,205,00:35:43,122,145,2.4,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,35:42.9,1,0,0,--,00:35:43,00:35:43,--,--
Running,3/21/2023 06:45,FALSE,Carrera,4.03,217,00:24:56,143,165,3.3,187,201,06:11,05:15,6,19,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:29.4,3,0,4.03,19,00:24:30,00:26:18,7,27
Running,5/11/2023 06:05,FALSE,Running,4.02,221,00:25:48,137,151,3.1,187,195,06:25,05:27,3,19,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:35.9,3,0,4.02,19,00:25:34,00:25:50,7,27
Cycling,10/29/2022 14:11,FALSE,Ciclismo,8.76,222,01:00:30,102,139,0.7,--,--,8.7,15.6,10,6,0,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:50.8,2,0,8.76,6,00:54:32,01:31:21,59,67
Running,10/16/2023 06:21,FALSE,Running,4.02,229,00:24:49,149,169,3.3,191,204,06:11,05:05,3,19,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:04.4,5,0,4.02,19,00:24:48,00:24:49,7,27
Running,1/7/2022 17:17,FALSE,Carrera,3.87,231,00:32:09,138,168,3.3,148,196,08:18,05:58,45,48,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:19.5,3,0,3.87,48,00:30:34,00:32:09,33,64
Running,11/1/2023 06:35,FALSE,Running,4.01,232,00:25:11,149,167,3.2,190,198,06:17,05:33,3,17,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:04.3,5,0,4.01,17,00:25:06,00:25:11,7,27
Walking,3/5/2022 10:36,FALSE,Caminar,4.12,233,00:48:16,107,151,2.6,104,245,11:44,06:10,19,16,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,09:07.5,3,0,4.12,16,00:42:33,00:48:16,52,65
Running,8/3/2022 09:03,FALSE,Paredes de Coura Carrera,3.89,239,00:30:24,155,184,3.5,170,232,07:49,06:12,39,41,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:26.7,3,0,3.89,41,00:29:27,00:30:24,487,526
Pilates,1/5/2024 13:37,FALSE,Pilates,0,242,01:27:59,86,118,0.5,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,27:58.8,1,0,0,--,01:27:59,01:27:59,--,--
Running,7/17/2022 19:52,FALSE,Carrera,4.53,255,00:36:22,140,160,3,160,190,08:02,05:37,28,28,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,10:32.2,3,0,4.53,28,00:35:58,00:42:44,48,58
Walking,3/26/2022 10:45,FALSE,Caminar,4.42,256,01:18:27,89,118,1,68,147,17:46,09:39,18,14,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,19:59.2,3,0,4.42,14,00:54:19,01:18:27,50,64
Walking,4/30/2022 19:09,FALSE,Caminar,4.67,257,00:37:17,139,179,3.5,155,196,07:59,05:45,8,11,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,11:46.5,3,0,4.67,11,00:35:56,00:37:17,52,64
Walking,3/30/2022 17:58,FALSE,Caminar,4.71,258,01:13:15,101,114,1,93,134,15:33,11:59,31,31,0.7,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,23:33.8,3,0,4.71,31,01:07:28,01:13:15,49,63
Pilates,2/8/2024 08:50,FALSE,Pilates,0,259,01:05:48,101,138,2,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,05:47.7,1,0,0,--,01:05:48,01:24:45,--,--
Walking,3/25/2022 16:50,FALSE,Caminar,5,266,01:00:09,105,120,2.4,114,249,12:01,09:39,24,26,0.73,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:18.9,4,0,5,26,00:57:39,01:00:09,48,70
Pilates,3/19/2023 08:46,FALSE,Pilates,0,269,01:58:28,82,121,0.4,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,58:28.0,1,0,0,--,01:58:28,01:58:28,--,--
Walking,4/22/2022 13:30,FALSE,La Baronia de Rialb Caminar,2.64,269,01:19:59,100,138,2,43,234,30:18:00,09:04,65,54,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,22:14.0,2,0,2.64,54,00:38:08,01:19:59,676,720
Running,2/15/2022 08:50,FALSE,Carrera,4.25,270,00:42:33,140,170,3,131,233,10:01,07:02,19,15,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,11:32.0,3,0,4.25,15,00:38:31,00:42:33,51,64
Running,10/16/2023 06:47,FALSE,Running,4.71,271,00:26:24,165,178,3.9,193,206,05:36,04:29,34,37,0.92,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:30.9,5,0,4.71,37,00:26:20,00:27:01,6,31
Walking,11/19/2022 10:29,FALSE,Caminar,2.22,279,01:13:25,104,139,0.9,35,164,33:08:00,11:01,149,41,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,12:40.3,2,0,2.22,41,00:27:38,01:31:33,16,130
Walking,4/16/2022 11:50,FALSE,Caminar,4.49,292,01:29:10,96,119,0.8,64,144,19:50,09:49,33,33,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,18:30.9,3,0,4.49,33,00:54:44,01:38:40,47,62
Running,1/10/2022 08:23,FALSE,Carrera,5.11,292,00:41:12,136,156,3.7,166,192,08:04,06:24,24,29,0.75,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:19.9,4,0,5.11,29,00:41:12,00:43:09,47,64
Pilates,2/18/2024 08:06,FALSE,Pilates,0,293,01:35:10,91,128,1,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,35:10.3,1,0,0,--,01:35:10,01:35:10,--,--
Running,9/2/2022 06:37,FALSE,Carrera,5.29,298,00:36:33,153,177,4.2,182,199,06:54,05:23,30,30,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:05.6,4,0,5.29,30,00:35:49,00:38:53,15,33
Running,11/12/2022 07:51,FALSE,Carrera,5.03,304,00:34:27,151,173,3.7,186,206,06:51,05:55,42,8,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:28.0,4,0,5.03,8,00:34:14,00:35:02,14,56
Walking,5/7/2022 13:04,FALSE,Caminar,4.33,322,01:25:29,110,137,2,41,245,19:46,01:13,75,74,2.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:24.9,3,0,4.33,74,00:45:41,01:25:29,58,107
Running,2/17/2022 19:07,FALSE,Carrera,5.33,325,00:42:33,155,177,4,161,190,07:59,06:15,33,34,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:05.0,4,0,5.33,34,00:42:04,00:42:33,53,70
Running,6/4/2023 07:07,FALSE,Running,6.41,341,00:37:45,147,165,3.6,192,199,05:54,04:21,24,33,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:28.1,4,0,6.41,33,00:37:44,00:39:41,7,31
Walking,3/17/2022 09:13,FALSE,Caminar,5.92,342,00:57:06,128,173,3.5,123,196,09:38,05:34,15,15,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,09:54.7,4,0,5.92,15,00:52:33,01:00:00,50,76
Pilates,11/2/2023 08:53,FALSE,Pilates,0,344,02:43:16,79,116,0.3,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,43:15.8,1,0,0,--,02:43:16,02:43:16,--,--
Running,9/10/2023 06:37,FALSE,Running,6.08,344,00:37:38,149,175,3.7,189,199,06:11,05:01,16,20,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:30.2,7,0,6.08,20,00:37:35,00:39:40,7,30
Running,5/31/2022 06:03,FALSE,Carrera,5.99,344,00:41:51,157,191,3.9,178,201,06:59,05:34,11,17,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:59.1,4,0,5.99,17,00:41:45,00:41:51,52,70
Running,9/9/2022 06:36,FALSE,Carrera,6.41,346,00:42:29,155,176,4.5,185,241,06:37,05:33,296,295,0.82,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,10:02.3,4,0,6.41,295,00:42:13,00:45:54,15,92
Running,6/14/2022 06:04,FALSE,Carrera,6.11,356,00:45:41,150,172,3.7,176,196,07:29,06:12,31,31,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,09:15.9,4,0,6.11,31,00:45:36,00:45:41,52,70
Running,1/19/2024 06:51,FALSE,Running,6.14,358,00:35:51,152,173,3.9,194,201,05:50,05:11,43,25,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:47.2,7,0,6.14,25,00:35:46,00:36:09,7,41
Running,11/2/2023 06:20,FALSE,Running,6.4,359,00:38:02,154,175,3.8,192,206,05:57,04:06,25,32,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:49.4,7,0,6.4,32,00:37:59,00:42:12,7,31
Running,11/1/2023 07:02,FALSE,Running,6.18,362,00:36:23,164,171,4.1,193,201,05:53,04:54,32,29,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:52.7,7,0,6.18,29,00:36:21,00:40:05,7,37
Running,10/4/2022 07:29,FALSE,Carrera,6.37,365,00:47:29,149,170,4.4,177,210,07:27,05:47,42,41,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,10:11.8,4,0,6.37,41,00:46:12,00:55:52,8,31
Running,1/6/2022 08:42,FALSE,Carrera,6.46,368,00:46:45,139,159,4.3,165,245,07:15,05:26,18,15,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:09.8,5,0,6.46,15,00:45:59,00:46:45,49,58
Treadmill Running,6/25/2022 09:56,FALSE,Entrenamiento en cinta,4.27,369,00:45:07,152,173,4.1,164,218,10:35,08:35,--,--,0.58,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,11:08.3,3,0,4.27,--,00:41:43,00:46:42,--,--
Running,12/3/2023 06:21,FALSE,Running,6.59,370,00:38:39,143,161,3.8,193,206,05:52,04:26,24,32,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:51.6,7,0,6.59,32,00:38:36,00:40:24,7,31
Running,6/14/2023 07:05,FALSE,Running,6.68,375,00:41:35,147,167,3.7,185,198,06:14,05:25,172,180,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:24.9,5,0,6.68,180,00:41:34,00:43:29,-129,27
Running,4/7/2023 06:47,FALSE,Carrera,6.76,375,00:42:29,143,167,3.9,189,201,06:17,05:00,32,34,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:39.9,5,0,6.76,34,00:42:27,00:44:36,7,31
Treadmill Running,6/15/2022 19:06,FALSE,Entrenamiento en cinta,4.52,376,00:50:01,145,163,3.6,160,240,11:04,08:56,--,--,0.57,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,13:58.3,3,0,4.52,--,00:45:56,00:50:01,--,--
Running,6/1/2022 08:36,FALSE,Carrera,6.36,376,00:48:19,152,178,4.1,169,194,07:36,06:07,33,34,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,11:18.9,4,0,6.36,34,00:48:15,00:51:06,47,70
Running,8/31/2023 06:05,FALSE,Running,6.6,377,00:41:46,152,179,4.2,185,199,06:20,05:15,27,33,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:17.3,7,0,6.6,33,00:41:40,00:42:39,6,27
Running,2/20/2022 08:38,FALSE,Carrera,6.07,379,00:42:55,166,193,5,172,196,07:04,05:04,36,40,0.82,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:51.2,4,0,6.07,40,00:42:53,00:42:55,52,70
Running,9/16/2022 06:37,FALSE,Carrera,6.87,386,00:47:24,155,178,4.7,184,199,06:54,04:52,32,35,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:36.6,5,0,6.87,35,00:46:59,00:49:38,16,33
Running,4/4/2022 19:14,FALSE,Carrera,6.77,391,00:51:46,149,176,4.4,156,199,07:39,05:13,44,46,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:50.2,5,0,6.77,46,00:51:00,00:51:46,52,70
Walking,4/24/2022 15:02,FALSE,Peramola Caminar,3.28,393,02:22:10,92,121,0.6,16,163,43:24:00,01:35,63,88,1.44,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:05.3,3,0,3.28,88,00:25:02,02:22:10,546,611
Running,12/8/2021 08:28,FALSE,Carrera,6.55,393,00:45:51,157,183,4.8,172,245,07:00,05:36,23,27,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:04.2,5,0,6.55,27,00:45:50,00:45:51,50,70
Running,11/26/2023 06:20,FALSE,Running,6.78,396,00:40:14,148,176,3.8,191,203,05:56,04:46,30,36,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:03.4,7,0,6.78,36,00:40:02,00:43:40,7,31
Pilates,12/30/2023 09:17,FALSE,Pilates,0,397,02:56:57,79,109,0.2,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,56:56.8,1,0,0,--,02:56:57,02:56:57,--,--
Running,6/7/2022 06:06,FALSE,Carrera,7.01,398,00:51:28,147,164,3.7,182,192,07:20,06:30,35,34,0.75,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:00.4,5,0,7.01,34,00:51:27,00:51:28,51,70
Running,10/26/2023 06:36,FALSE,Running,7.01,401,00:43:33,149,164,3.8,192,201,06:13,05:08,31,38,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:03.8,8,0,7.01,38,00:43:24,00:45:29,7,31
Running,1/18/2022 08:31,FALSE,Carrera,7.07,403,00:50:12,152,179,4.5,169,199,07:06,05:40,46,43,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:12.7,5,0,7.07,43,00:49:45,00:51:09,46,61
Running,8/25/2023 06:35,FALSE,Running,7.16,405,00:44:08,152,178,4.4,189,201,06:10,04:06,39,47,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:42.7,8,0,7.16,47,00:43:56,00:49:47,7,31
Running,12/11/2021 19:21,FALSE,Carrera,6.99,406,00:46:07,0,0,2.1,182,196,06:36,05:47,31,31,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:26.7,5,0,6.99,31,00:45:24,00:54:30,8,26
Treadmill Running,1/14/2023 08:11,FALSE,Entrenamiento en cinta,5.77,407,00:45:48,148,170,4.1,179,199,07:56,06:38,--,--,0.7,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:54.9,4,0,5.77,--,00:45:07,00:50:51,--,--
Running,1/22/2022 07:41,FALSE,Carrera,7.01,410,00:48:01,161,184,5,171,199,06:51,05:32,42,45,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:23.2,5,0,7.01,45,00:47:48,00:49:57,46,61
Running,10/23/2022 07:17,FALSE,Carrera,7.51,413,00:53:42,144,160,3.8,184,199,07:09,05:40,31,37,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:38.8,5,0,7.51,37,00:53:06,00:55:55,7,33
Running,6/16/2022 06:58,FALSE,Carrera,6.89,416,00:52:02,154,169,4,175,194,07:33,06:31,48,52,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:43.2,5,0,6.89,52,00:51:39,00:52:02,42,68
Treadmill Running,6/19/2022 11:32,FALSE,Entrenamiento en cinta,4.34,417,00:50:01,157,174,4.5,154,187,11:33,09:07,--,--,0.56,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,15:32.1,3,0,4.34,--,00:43:27,00:50:01,--,--
Running,8/28/2022 06:34,FALSE,Carrera,7.17,419,00:48:44,159,176,5,183,198,06:48,05:41,26,20,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:06.6,5,0,7.17,20,00:48:32,00:51:37,7,26
Running,8/7/2022 09:11,FALSE,Vila Nova de Gaia Carrera,7.16,421,00:50:25,155,176,4.6,182,201,07:03,05:49,47,45,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:48.9,5,0,7.16,45,00:50:13,00:50:52,--,15
Running,8/30/2022 06:34,FALSE,Carrera,7.25,429,00:51:37,160,181,4.9,170,199,07:07,05:36,37,36,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:16.9,5,0,7.25,36,00:51:25,00:54:06,7,26
Treadmill Running,6/29/2022 09:03,FALSE,Entrenamiento en cinta,4.87,429,00:52:00,154,179,4.6,163,240,10:41,08:19,--,--,0.58,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:30.5,4,0,4.87,--,00:47:48,00:52:00,--,--
Running,1/20/2022 10:26,FALSE,Carrera,7.21,429,00:52:38,158,192,4.9,161,245,07:18,05:42,48,45,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:31.9,5,0,7.21,45,00:51:25,00:55:07,46,64
Running,1/8/2022 07:04,FALSE,Carrera,7.61,432,01:01:14,137,162,3.9,156,241,08:03,05:32,39,38,0.8,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:49.0,5,0,7.61,38,00:58:03,01:04:00,46,63
Running,11/20/2022 07:18,FALSE,Carrera,7.37,435,00:51:41,141,154,3.6,192,201,07:01,06:02,24,34,0.74,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:21.9,5,0,7.37,34,00:51:15,00:52:32,7,27
Running,3/19/2023 06:55,FALSE,Carrera,8.21,438,00:49:25,148,165,4.2,191,204,06:01,04:52,43,51,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:53.0,6,0,8.21,51,00:49:06,00:53:34,7,31
Running,7/12/2022 06:18,FALSE,Carrera,7.63,439,00:53:47,152,171,4.4,177,239,07:03,05:48,34,37,0.8,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:34.8,5,0,7.63,37,00:53:38,00:53:47,52,75
Running,5/18/2023 07:07,FALSE,Running,8.27,440,00:49:02,145,166,4,190,206,05:56,03:47,33,41,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:56.5,6,0,8.27,41,00:48:51,00:52:05,7,31
Running,12/27/2022 08:35,FALSE,Carrera,7.59,442,00:48:32,143,164,4.1,187,240,06:24,05:14,50,56,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:06.5,5,0,7.59,56,00:47:58,00:54:50,7,27
Running,6/2/2022 07:00,FALSE,Carrera,7.08,442,00:55:33,155,175,4.1,161,245,07:51,06:12,57,58,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:03.6,5,0,7.08,58,00:54:32,00:55:33,44,71
Running,3/21/2022 07:14,FALSE,Carrera,7.54,444,00:59:17,151,173,4.5,151,245,07:51,05:44,57,52,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,10:09.7,5,0,7.54,52,00:57:25,00:59:17,46,70
Walking,3/20/2022 09:36,FALSE,Caminar,7.38,444,00:57:22,150,189,4.8,157,245,07:46,05:32,40,40,0.82,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:33.4,5,0,7.38,40,00:54:55,01:05:09,52,70
Running,6/19/2023 06:52,FALSE,Running,8.15,445,00:44:52,157,174,4.5,194,203,05:30,04:22,47,53,0.94,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:28.5,6,0,8.15,53,00:44:45,00:48:51,7,37
Running,12/7/2021 11:10,FALSE,Carrera,7.19,448,00:50:58,156,195,5,171,245,07:05,05:41,30,34,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:21.6,5,0,7.19,34,00:49:41,00:51:30,48,69
Treadmill Running,5/11/2022 08:20,FALSE,Entrenamiento en cinta,4.87,452,00:55:41,160,182,5,148,225,11:27,08:01,--,--,0.56,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:53.4,4,0,4.87,--,00:45:17,00:55:41,--,--
Running,12/13/2021 19:33,FALSE,Carrera,8.03,452,00:50:40,160,185,5,188,198,06:19,05:45,41,43,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,09:41.7,5,0,8.03,43,00:50:32,00:56:21,8,26
Running,6/1/2023 07:05,FALSE,Running,7.78,453,00:47:41,140,158,4.2,188,200,06:08,05:17,24,36,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:51.6,5,0,7.78,36,00:47:37,00:50:57,7,27
