Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress ScoreÂ®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,6/10/2023 06:54,FALSE,Running,7.87,455,00:56:50,141,172,3.4,172,217,07:13,05:03,76,74,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:46.6,5,0,7.87,74,00:50:59,01:06:22,7,67
Running,5/25/2023 07:07,FALSE,Running,8.36,458,00:51:13,145,164,3.8,190,201,06:08,04:56,36,44,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:36.8,6,0,8.36,44,00:51:10,00:53:35,7,31
Running,6/23/2023 06:36,FALSE,Running,8.31,460,00:50:19,149,173,4.1,186,198,06:03,04:32,46,50,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:32.1,9,0,8.31,50,00:50:16,00:52:52,7,31
Running,11/8/2023 06:35,FALSE,Running,8.32,461,00:48:57,151,171,4.2,193,201,05:53,04:40,43,51,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:35.1,9,0,8.32,51,00:48:54,00:51:59,6,31
Running,10/10/2023 07:07,FALSE,Running,7.96,462,00:49:15,158,187,4.3,191,203,06:11,04:57,37,40,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:26.8,8,0,7.96,40,00:49:14,00:56:55,7,31
Running,8/20/2023 06:21,FALSE,Running,7.95,462,00:50:31,159,195,4.9,184,194,06:21,05:22,37,40,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:35.5,8,0,7.95,40,00:50:29,00:58:36,6,31
Running,6/27/2023 06:05,FALSE,Running,8.38,462,00:49:12,148,167,4.3,190,201,05:52,04:47,40,48,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:52.1,9,0,8.38,48,00:49:09,00:51:03,6,31
Running,3/7/2022 07:02,FALSE,Carrera,7.38,462,00:57:31,157,200,5,152,201,07:47,05:25,98,106,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:07.3,5,0,7.38,106,00:55:28,00:58:26,47,105
Running,5/4/2023 05:51,FALSE,Running,8.28,466,00:50:23,141,157,4.4,186,201,06:05,04:56,46,41,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:10.5,6,0,8.28,41,00:50:17,00:52:34,13,37
Running,7/26/2022 06:17,FALSE,Base,7.49,468,01:00:08,155,177,4.7,160,201,08:02,05:49,27,37,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:06.5,6,0,7.49,37,00:55:53,01:01:35,51,75
Running,6/20/2022 06:57,FALSE,Carrera,7.75,468,01:00:49,154,168,3.7,164,194,07:51,06:20,63,63,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,11:15.6,5,0,7.75,63,01:00:40,01:06:21,42,69
Running,11/9/2023 06:34,FALSE,Running,8.24,470,00:50:37,148,164,4,192,203,06:09,05:00,41,50,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:14.4,9,0,8.24,50,00:50:21,00:54:42,7,31
Running,12/10/2023 07:04,FALSE,Running,7.94,473,00:47:43,149,164,4.2,195,203,06:00,05:03,29,31,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:18.8,8,0,7.94,31,00:47:17,00:52:40,7,31
Running,4/23/2023 07:05,FALSE,Running,9.05,473,00:53:06,141,169,4.2,194,203,05:52,05:00,49,43,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:27.7,6,0,9.05,43,00:52:45,01:01:21,6,31
Running,8/27/2023 06:36,FALSE,Running,8.26,474,00:50:01,157,184,4.9,187,199,06:04,04:55,36,45,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:28.1,9,0,8.26,45,00:49:49,00:55:22,7,31
Running,10/20/2023 10:53,FALSE,Running,8.08,476,00:49:15,157,179,4.4,193,208,06:06,04:47,26,31,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:22.3,9,0,8.08,31,00:49:11,00:57:05,7,27
Running,3/6/2023 06:35,FALSE,Carrera,8.47,477,00:52:12,154,176,5,191,201,06:10,05:10,37,41,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:21.5,6,0,8.47,41,00:51:32,00:54:19,7,31
Running,12/11/2022 07:05,FALSE,Carrera,8.47,477,00:51:09,154,172,4.6,193,204,06:02,04:42,33,34,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:21.9,6,0,8.47,34,00:49:30,00:52:48,7,27
Running,12/5/2022 07:04,FALSE,Carrera,8.13,477,00:50:39,155,176,4.7,190,201,06:14,04:39,48,46,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:24.9,6,0,8.13,46,00:50:05,00:52:08,7,31
Running,9/22/2023 06:20,FALSE,Running,8.29,478,00:51:20,151,173,4.5,189,206,06:12,05:06,49,57,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:31.7,9,0,8.29,57,00:51:17,00:54:09,6,31
Running,2/18/2024 06:02,FALSE,Running,8.05,479,00:51:20,142,163,3.7,189,240,06:23,05:18,47,48,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:15.2,9,0,8.05,48,00:50:56,00:55:34,7,31
Pilates,4/30/2023 08:39,FALSE,Pilates,0,479,04:32:50,75,113,0.2,--,--,--,--,--,--,0,0,0,0,0,0,0,0,0,0,0,--,1,00:00,0,00:00,No,32:50.0,1,0,0,--,04:32:50,04:32:50,--,--
Running,12/31/2023 06:06,FALSE,Running,8.11,481,00:48:34,151,178,4.3,190,203,05:59,04:31,42,50,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:30.3,9,0,8.11,50,00:48:29,00:50:44,7,31
Running,5/10/2022 07:53,FALSE,Carrera,7.71,483,00:59:25,157,174,5,155,201,07:43,05:35,31,32,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,10:14.5,5,0,7.71,32,00:58:27,00:59:25,52,70
Running,7/10/2023 06:36,FALSE,Running,8.28,484,00:52:26,153,175,4.2,185,196,06:20,05:25,35,42,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:31.2,9,0,8.28,42,00:52:21,00:55:59,6,31
Running,2/20/2024 06:05,FALSE,Running,8.16,485,00:50:23,148,170,3.9,193,203,06:10,04:57,35,45,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:48.7,9,0,8.16,45,00:50:18,00:53:57,7,31
Running,10/3/2022 08:13,FALSE,Carrera,8.47,485,00:58:35,158,178,5,175,201,06:55,05:03,55,55,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:08.9,6,0,8.47,55,00:57:50,01:02:45,6,57
Running,9/15/2022 07:45,FALSE,Carrera,8.24,485,00:57:29,161,178,5,179,245,06:58,05:27,42,40,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:00.9,9,0,8.24,40,00:57:08,00:59:23,7,34
Running,6/23/2022 06:38,FALSE,Carrera,8.13,485,01:00:29,155,177,4.3,174,226,07:26,06:21,23,27,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:31.1,6,0,8.13,27,01:00:16,01:00:29,52,70
Running,4/18/2023 07:17,FALSE,Running,9.29,486,00:54:30,145,164,4,194,204,05:52,04:52,44,51,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:42.8,6,0,9.29,51,00:54:21,01:01:59,6,31
Running,5/30/2022 07:03,FALSE,Carrera,8.06,487,01:00:14,159,175,4.4,172,199,07:28,06:12,64,75,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:09.1,6,0,8.06,75,00:59:43,01:02:03,43,69
Running,12/29/2022 07:09,FALSE,Carrera,8.27,490,00:55:40,147,164,3.9,188,201,06:44,05:40,68,43,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:16.6,6,0,8.27,43,00:55:19,00:59:27,-7,31
Running,12/9/2021 08:31,FALSE,Carrera,8.02,490,00:53:02,158,183,5,175,248,06:37,05:33,44,44,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,09:49.8,5,0,8.02,44,00:52:16,00:59:34,49,70
Running,1/7/2024 06:06,FALSE,Running,8.31,491,00:47:46,154,177,4.7,195,210,05:45,04:52,43,50,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:31.9,9,0,8.31,50,00:47:42,00:49:55,7,31
Running,7/9/2022 19:08,FALSE,Carrera,8.2,491,00:58:56,156,173,4.7,171,231,07:11,05:46,35,27,0.82,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:49.7,6,0,8.2,27,00:58:05,01:05:31,5,26
Running,6/13/2022 06:57,FALSE,Carrera,8.01,491,01:00:32,160,176,4.5,172,196,07:34,06:34,63,63,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,11:36.7,5,0,8.01,63,01:00:07,01:02:12,43,68
Running,12/19/2022 07:20,FALSE,Carrera,8.42,492,00:52:43,153,174,4.7,192,204,06:16,04:30,33,40,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:55.2,6,0,8.42,40,00:52:30,00:54:48,10,31
Running,5/26/2022 07:03,FALSE,Carrera,8.02,492,01:00:34,159,182,4.9,162,241,07:33,05:55,65,64,0.82,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,11:19.8,5,0,8.02,64,01:00:06,01:04:07,42,71
Running,4/28/2023 07:07,FALSE,Running,9.29,493,00:53:23,152,176,4.5,189,204,05:45,04:44,46,52,0.92,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:46.4,6,0,9.29,52,00:53:21,00:58:43,6,31
Running,12/8/2022 07:05,FALSE,Carrera,8.85,493,00:54:43,148,163,4.2,191,203,06:11,04:44,30,25,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:38.7,6,0,8.85,25,00:54:37,00:57:08,6,31
Running,5/7/2023 07:06,FALSE,Running,9.31,495,00:53:05,144,163,4.6,189,201,05:42,04:04,34,34,0.93,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:24.9,6,0,9.31,34,00:52:38,00:56:22,14,37
Running,12/18/2022 07:03,FALSE,Carrera,8.51,496,00:54:34,152,167,4.3,192,204,06:25,04:58,35,44,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:35.1,6,0,8.51,44,00:54:26,00:56:37,7,31
Running,12/4/2022 07:06,FALSE,Carrera,8.43,497,00:54:30,150,169,4.5,190,201,06:28,05:09,31,24,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:10.9,6,0,8.43,24,00:54:27,00:56:46,7,31
Running,4/2/2022 19:49,FALSE,Carrera,8.23,500,01:05:00,156,187,5,148,245,07:54,05:27,58,59,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:03.5,7,0,8.23,59,01:02:07,01:05:00,51,70
Running,6/22/2023 06:51,FALSE,Running,9.26,501,00:53:10,152,178,4.5,189,203,05:45,04:14,45,53,0.92,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:01.9,6,0,9.26,53,00:53:08,00:58:21,7,31
Running,12/9/2022 07:29,FALSE,Carrera,8.95,502,00:53:02,157,174,4.8,192,210,05:56,04:24,39,26,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:58.1,6,0,8.95,26,00:52:45,00:56:13,7,31
Running,9/26/2022 06:33,FALSE,Carrera,9.37,502,01:03:27,149,175,4.5,184,201,06:46,04:44,67,55,0.8,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:58.3,6,0,9.37,55,01:02:51,01:18:17,7,66
Running,3/1/2023 06:53,FALSE,Carrera,8.41,503,00:52:06,159,185,5,193,201,06:12,04:53,51,56,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:55.5,6,0,8.41,56,00:52:04,00:55:28,6,31
Running,11/22/2022 07:06,FALSE,Carrera,8.47,504,00:56:01,151,167,4.4,191,203,06:37,05:05,28,34,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:22.1,6,0,8.47,34,00:55:33,00:57:52,6,27
Running,1/8/2023 07:02,FALSE,Carrera,8.63,506,00:54:18,149,164,4.4,191,201,06:17,04:41,41,41,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:07.8,6,0,8.63,41,00:53:51,00:56:29,7,31
Running,6/20/2023 06:05,FALSE,Running,9.39,509,00:53:26,152,172,4.6,192,201,05:42,04:24,51,58,0.91,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:14.9,6,0,9.39,58,00:53:21,00:57:20,7,31
Running,10/27/2022 07:18,FALSE,Carrera,9.02,510,01:01:45,153,169,4.5,184,200,06:51,05:30,60,66,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:12.6,6,0,9.02,66,01:01:17,01:04:37,7,33
Running,1/4/2023 06:47,FALSE,Carrera,8.68,511,00:54:49,149,163,4.4,192,203,06:19,05:07,44,51,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:29.0,6,0,8.68,51,00:54:45,00:56:04,7,31
Running,3/22/2023 06:54,FALSE,Carrera,9.46,512,00:53:56,150,170,5,195,203,05:42,04:34,63,63,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:32.2,6,0,9.46,63,00:53:33,00:58:58,7,31
Running,11/27/2022 07:06,FALSE,Carrera,8.64,512,00:54:57,153,166,4.6,194,204,06:21,05:16,27,36,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:34.0,6,0,8.64,36,00:54:52,00:56:40,7,27
Running,6/28/2023 06:06,FALSE,Running,9.39,513,00:54:32,151,177,4.6,188,201,05:48,04:32,73,55,0.91,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:50.7,10,0,9.39,55,00:54:28,00:58:12,-2,31
Running,4/16/2023 07:18,FALSE,Running,9.29,513,00:55:55,137,157,4.4,194,204,06:01,04:44,56,65,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:54.7,6,0,9.29,65,00:55:48,01:03:28,7,31
Running,7/16/2022 19:40,FALSE,Carrera,9.03,513,01:00:24,157,172,4.9,180,207,06:41,05:41,38,41,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:38.0,6,0,9.03,41,01:00:18,01:02:34,0,27
Running,9/19/2023 06:05,FALSE,Running,9.3,516,00:53:40,157,175,4.7,191,201,05:46,04:42,42,50,0.91,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:25.6,10,0,9.3,50,00:53:36,00:58:33,7,31
Running,2/8/2024 06:47,FALSE,Running,8.73,517,00:52:31,152,172,4.2,194,201,06:01,05:07,58,54,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:00.2,9,0,8.73,54,00:52:28,00:53:27,7,31
Running,12/5/2023 06:05,FALSE,Running,8.8,517,00:50:52,157,178,4.4,195,206,05:47,04:41,47,53,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:11.1,9,0,8.8,53,00:50:48,00:55:03,7,31
Running,3/16/2023 06:34,FALSE,Carrera,9.42,517,00:56:23,157,180,5,192,204,05:59,05:00,50,54,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:35.4,6,0,9.42,54,00:56:17,01:02:21,7,31
Running,9/26/2023 06:46,FALSE,Running,9.35,518,00:54:46,150,174,4.5,191,204,05:51,04:42,50,58,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:38.6,10,0,9.35,58,00:54:42,00:59:36,7,31
Running,3/28/2023 06:54,FALSE,Carrera,9.38,519,00:55:06,139,160,4.9,190,202,05:52,04:31,48,53,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:54.8,6,0,9.38,53,00:55:05,01:00:49,7,31
Running,3/20/2023 06:52,FALSE,Carrera,9.61,519,00:56:20,147,166,4.8,194,206,05:52,04:47,52,60,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:39.9,6,0,9.61,60,00:56:08,01:00:36,7,31
Running,10/5/2022 06:34,FALSE,Carrera,9.2,519,01:03:42,155,169,5,187,199,06:56,05:15,41,50,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:28.0,6,0,9.2,50,01:03:35,01:05:18,16,37
Running,11/16/2023 06:35,FALSE,Running,9.28,521,00:54:25,147,168,4.2,195,203,05:52,05:06,50,59,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:30.0,10,0,9.28,59,00:54:23,01:01:42,7,35
Running,7/23/2023 06:36,FALSE,Running,9.33,521,00:58:29,145,169,3.9,186,198,06:16,05:09,60,68,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:43.0,10,0,9.33,68,00:58:22,01:03:55,7,31
Running,5/23/2023 06:52,FALSE,Running,9.46,521,00:55:50,148,171,4.5,191,204,05:54,04:35,46,50,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:36.4,6,0,9.46,50,00:55:39,00:59:44,7,31
Running,3/8/2023 06:53,FALSE,Carrera,9.54,521,00:54:45,156,182,5,192,203,05:44,04:25,45,51,0.91,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:55.4,6,0,9.54,51,00:54:43,00:59:50,7,31
Running,3/9/2023 06:53,FALSE,Carrera,9.47,522,00:55:54,156,176,5,191,201,05:54,04:44,51,52,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:56.6,6,0,9.47,52,00:55:45,01:00:56,7,31
Running,3/14/2023 06:57,FALSE,Carrera,9.35,523,00:57:40,153,170,4.9,191,206,06:10,04:44,48,54,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:42.9,6,0,9.35,54,00:57:34,01:03:04,6,31
Running,2/11/2024 06:01,FALSE,Running,8.96,524,00:53:46,149,171,4.2,193,201,06:00,05:00,37,33,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:10.5,9,0,8.96,33,00:53:43,00:55:01,7,31
Running,3/18/2023 06:37,FALSE,Carrera,9.26,524,00:55:55,150,171,4.9,190,204,06:02,05:09,55,64,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:59.9,6,0,9.26,64,00:55:54,01:02:29,7,31
Running,11/5/2023 06:34,FALSE,Running,9.5,526,00:55:56,152,169,4.3,193,203,05:53,04:38,50,101,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:30.4,10,0,9.5,101,00:55:50,01:00:00,7,71
Running,3/13/2023 06:56,FALSE,Carrera,9.34,526,00:57:44,148,171,4.8,193,236,06:11,04:56,53,59,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:35.9,6,0,9.34,59,00:57:32,01:03:11,7,31
Running,3/7/2023 06:59,FALSE,Carrera,9.47,526,00:57:37,138,159,5,190,204,06:05,04:15,49,56,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:34.2,6,0,9.47,56,00:57:10,01:01:34,7,31
Running,2/19/2023 08:50,FALSE,Carrera,8.58,527,00:54:21,162,180,5,190,204,06:20,05:25,56,54,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:25.9,6,0,8.58,54,00:54:10,00:57:28,7,46
Running,10/19/2022 07:55,FALSE,Carrera,9.36,527,01:06:04,148,173,4.5,181,204,07:04,05:41,87,82,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:47.0,6,0,9.36,82,01:04:40,01:15:21,7,67
Running,3/12/2023 06:56,FALSE,Carrera,9.39,528,00:57:51,152,174,5,191,203,06:10,04:44,41,48,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:15.3,6,0,9.39,48,00:57:48,01:02:15,7,31
Running,10/8/2023 07:06,FALSE,Running,9.15,529,00:54:29,155,177,4.5,192,203,05:57,04:59,54,60,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:44.8,10,0,9.15,60,00:54:08,01:06:25,6,35
Running,5/2/2022 07:11,FALSE,Carrera,8.33,532,01:08:33,155,180,5,146,201,08:14,05:37,72,79,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:01.2,6,0,8.33,79,01:05:03,01:08:33,42,82
Running,9/21/2023 06:05,FALSE,Running,9.57,533,00:56:15,156,182,4.9,191,203,05:53,04:37,62,66,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:56.8,10,0,9.57,66,00:56:00,01:00:52,7,32
Running,5/22/2023 07:06,FALSE,Running,10.14,534,00:59:52,145,166,4,191,206,05:54,04:16,54,62,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:10.6,7,0,10.14,62,00:59:40,01:05:28,6,36
Treadmill Running,5/12/2022 09:19,FALSE,Entrenamiento en cinta,5.65,534,01:01:20,161,181,5,150,194,10:51,07:54,--,--,0.61,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:18.7,5,0,5.65,--,00:53:08,01:01:20,--,--
Running,8/23/2023 06:35,FALSE,Running,9.19,535,00:56:22,159,181,5,189,204,06:08,05:01,49,57,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:01.1,10,0,9.19,57,00:56:00,01:03:41,7,31
Treadmill Running,1/15/2023 08:03,FALSE,Entrenamiento en cinta,7.55,536,01:01:36,148,172,4.2,176,196,08:10,06:03,--,--,0.69,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,10:52.3,5,0,7.55,--,00:58:41,01:04:07,--,--
Running,4/27/2023 07:04,FALSE,Running,10.03,537,00:58:17,150,171,4.6,192,201,05:49,03:08,48,54,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:56.5,7,0,10.03,54,00:58:11,01:04:20,7,31
Running,8/22/2023 06:20,FALSE,Running,9.3,540,00:57:46,157,180,5,187,196,06:13,05:30,45,50,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:41.2,10,0,9.3,50,00:57:26,01:03:39,6,31
Running,10/20/2022 11:32,FALSE,Carrera,9.09,541,01:04:54,157,175,4.8,178,235,07:08,05:41,70,70,0.79,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:30.5,6,0,9.09,70,01:04:07,01:08:51,6,68
Running,8/6/2022 10:09,FALSE,Vila Nova de Gaia Carrera,9.02,541,01:02:16,161,177,5,179,196,06:54,05:50,49,48,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:37.5,6,0,9.02,48,01:01:39,01:03:04,--,14
Running,9/11/2023 06:36,FALSE,Running,9.38,543,00:58:30,157,175,4.5,191,201,06:14,05:12,45,55,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:06.5,10,0,9.38,55,00:58:28,01:02:56,7,31
Running,4/3/2023 07:05,FALSE,Carrera,10.35,545,01:00:47,148,165,4.3,192,201,05:52,04:47,68,77,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:35.9,7,0,10.35,77,01:00:45,01:07:47,7,40
Running,3/27/2023 08:07,FALSE,Carrera,10.22,545,00:59:19,147,165,5,190,201,05:48,04:25,39,42,0.91,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:43.3,7,0,10.22,42,00:59:06,01:01:56,7,30
Running,3/26/2023 06:56,FALSE,Carrera,10.05,545,01:00:51,147,167,4.7,189,201,06:03,05:18,50,52,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:12.1,7,0,10.05,52,01:00:33,01:02:54,7,31
Running,9/27/2023 06:35,FALSE,Running,10.11,547,00:57:25,157,173,4.8,194,206,05:41,04:50,54,63,0.91,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:31.4,11,0,10.11,63,00:57:18,01:01:30,7,36
Running,4/21/2023 06:36,FALSE,Running,10.02,547,01:01:20,146,163,4.4,191,203,06:07,05:10,42,39,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:09.1,7,0,10.02,39,01:00:58,01:05:35,12,33
Treadmill Running,5/29/2022 08:38,FALSE,Entrenamiento en cinta,5.48,547,01:03:42,159,179,5,157,196,11:37,08:43,--,--,0.55,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:00.6,6,0,5.48,--,00:58:59,01:03:42,--,--
Running,6/11/2023 07:20,FALSE,Running,10.04,548,00:58:25,151,183,4.4,193,201,05:49,04:41,52,60,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:52.3,7,0,10.04,60,00:58:22,01:07:58,7,35
Running,4/11/2023 14:18,FALSE,Carrera,10.59,548,00:58:17,156,180,5,196,226,05:30,04:23,66,72,0.93,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:38.7,7,0,10.59,72,00:58:05,01:04:00,7,41
