Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Training Stress ScoreÂ®,Avg Power,Max Power,Grit,Flow,Avg. Swolf,Avg Stroke Rate,Total Reps,Total Sets,Dive Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp,Distance,Total Descent,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,10/17/2022 07:16,FALSE,Carrera,10.27,548,01:15:26,137,157,3.8,186,201,07:21,05:42,39,42,0.73,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:07.0,7,0,10.27,42,01:14:55,01:23:00,8,26
Running,1/14/2024 07:06,FALSE,Running,9.51,549,00:54:24,153,171,4.5,195,206,05:43,04:44,45,46,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:36.8,10,0,9.51,46,00:54:17,00:59:04,7,31
Running,9/24/2023 07:05,FALSE,Running,10.01,549,01:00:09,151,171,4.2,190,201,06:01,04:59,58,66,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:02.4,11,0,10.01,66,01:00:05,01:08:27,7,36
Running,6/29/2023 06:06,FALSE,Running,10.09,549,00:57:18,155,178,4.5,192,203,05:41,03:48,59,66,0.92,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:22.3,11,0,10.09,66,00:57:12,01:03:44,7,35
Running,6/2/2023 06:21,FALSE,Running,10.15,549,01:01:14,146,173,4.2,191,204,06:02,04:13,57,62,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:15.1,7,0,10.15,62,01:01:11,01:06:06,7,36
Running,5/28/2023 07:07,FALSE,Running,10.29,549,01:01:07,145,166,4.2,192,206,05:56,03:55,48,55,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:13.1,7,0,10.29,55,01:01:04,01:04:17,7,36
Running,5/2/2023 07:05,FALSE,Running,10.04,549,00:59:30,141,157,4.5,191,201,05:55,04:38,56,65,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:54.4,7,0,10.04,65,00:59:23,01:09:20,7,35
Running,4/30/2023 07:06,FALSE,Running,10.13,550,01:00:49,144,166,4.2,193,204,06:00,04:50,57,66,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:34.9,7,0,10.13,66,01:00:34,01:08:25,7,36
Running,1/10/2023 06:48,FALSE,Carrera,9.5,550,00:59:20,140,164,4.6,190,201,06:15,04:47,51,57,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:13.4,6,0,9.5,57,00:59:11,01:02:17,6,31
Running,1/9/2023 07:03,FALSE,Carrera,9.53,550,00:57:21,150,169,4.9,193,203,06:01,04:32,57,55,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:12.2,6,0,9.53,55,00:56:35,01:00:14,7,31
Running,10/9/2023 07:09,FALSE,Running,9.45,551,00:56:44,160,201,4.7,191,201,06:00,05:07,60,67,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:34.8,10,0,9.45,67,00:56:35,01:08:51,7,35
Running,5/1/2023 07:06,FALSE,Running,10.01,551,00:59:29,145,171,4.6,190,201,05:57,04:41,51,57,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:40.6,7,0,10.01,57,00:59:20,01:07:20,7,36
Running,5/23/2022 07:07,FALSE,Carrera,8.68,551,01:10:52,156,179,4.7,152,201,08:10,05:50,78,82,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:24.8,6,0,8.68,82,01:08:10,01:15:56,43,73
Running,3/31/2022 08:05,FALSE,Carrera,8.36,551,01:09:18,163,205,5,156,242,08:18,05:41,49,48,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:00.0,6,0,8.36,48,01:07:13,01:09:22,52,70
Running,1/21/2024 06:50,FALSE,Running,9.42,553,00:54:08,150,175,4.3,195,203,05:45,04:55,51,61,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:10.4,10,0,9.42,61,00:54:07,00:59:41,6,32
Running,10/21/2023 07:02,FALSE,Running,10.01,553,01:05:09,139,162,3.5,191,203,06:30,05:23,53,50,0.81,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:04.5,11,0,10.01,50,01:04:31,01:23:20,1,26
Running,12/21/2022 07:04,FALSE,Carrera,9.47,553,00:59:13,154,175,4.8,193,201,06:15,05:22,39,47,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:42.4,6,0,9.47,47,00:59:07,01:01:05,10,31
Running,10/4/2023 06:20,FALSE,Running,10.11,554,00:58:18,153,170,4.6,194,208,05:46,04:47,58,66,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:30.8,11,0,10.11,66,00:58:16,01:01:49,6,35
Running,5/24/2023 07:06,FALSE,Running,10.41,554,01:02:45,144,160,4,193,201,06:02,05:12,40,48,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:10.9,7,0,10.41,48,01:02:43,01:05:51,6,37
Running,4/4/2023 07:04,FALSE,Carrera,10.01,554,01:00:47,145,172,4.6,188,204,06:04,04:45,48,56,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:44.2,7,0,10.01,56,01:00:41,01:08:44,7,35
Running,10/8/2022 08:47,FALSE,Carrera,10.01,554,01:06:44,157,177,5,187,226,06:40,05:20,81,77,0.8,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:04.9,7,0,10.01,77,01:06:09,01:09:50,7,68
Running,9/16/2023 07:06,FALSE,Running,10.01,555,01:11:45,139,170,3.4,181,201,07:10,05:04,156,154,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:01.1,11,0,10.01,154,01:10:56,01:31:09,11,136
Running,9/7/2023 06:35,FALSE,Running,10.1,555,01:00:38,153,175,4.5,192,201,06:00,01:09,57,67,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:33.2,11,0,10.1,67,01:00:32,01:06:41,7,35
Running,5/29/2023 07:06,FALSE,Running,10.2,555,01:00:15,151,168,4.3,192,201,05:54,04:14,61,68,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:37.5,7,0,10.2,68,01:00:14,01:03:22,7,35
Running,4/24/2023 07:06,FALSE,Running,10.35,555,01:01:59,137,155,4.3,191,203,05:59,04:38,59,69,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:33.6,7,0,10.35,69,01:01:56,01:09:43,7,41
Running,4/2/2023 07:08,FALSE,Carrera,10.25,555,00:59:31,148,167,5,196,212,05:48,04:37,62,66,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:57.3,7,0,10.25,66,00:59:25,01:04:04,7,33
Running,6/25/2023 06:35,FALSE,Running,10.37,557,01:00:52,148,177,4.3,188,203,05:52,03:59,97,65,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:12.3,11,0,10.37,65,01:00:44,01:09:02,-14,35
Running,3/30/2023 06:54,FALSE,Carrera,10.08,558,01:00:14,146,172,5,187,206,05:58,04:35,58,63,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:04.1,7,0,10.08,63,01:00:06,01:05:58,6,33
Running,5/16/2023 06:55,FALSE,Running,10.29,559,01:00:35,148,171,4.4,190,206,05:53,03:57,48,57,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:04.4,7,0,10.29,57,01:00:32,01:05:26,6,37
Running,3/23/2023 06:55,FALSE,Carrera,10.01,559,01:00:41,151,172,4.8,189,203,06:04,05:09,55,64,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:51.9,7,0,10.01,64,01:00:40,01:07:22,7,31
Running,11/6/2023 06:36,FALSE,Running,10.07,560,00:57:29,156,170,4.7,195,206,05:43,04:39,49,57,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:19.7,11,0,10.07,57,00:57:11,01:01:30,7,35
Running,10/25/2023 07:11,FALSE,Running,10.1,561,00:57:42,158,175,4.9,195,206,05:43,04:33,51,79,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:26.9,11,0,10.1,79,00:57:38,01:02:57,7,45
Running,10/1/2023 06:50,FALSE,Running,10.08,561,00:59:30,156,170,4.6,192,210,05:54,05:05,53,61,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:22.6,11,0,10.08,61,00:59:26,01:03:45,7,35
Running,5/30/2023 07:07,FALSE,Running,10.45,561,01:03:41,143,163,4,189,201,06:06,05:07,36,44,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:13.8,7,0,10.45,44,01:03:38,01:06:54,6,37
Running,3/3/2023 07:06,FALSE,Carrera,9.33,562,00:58:28,159,173,5,191,204,06:16,05:17,49,57,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,07:37.4,6,0,9.33,57,00:58:00,01:02:34,7,31
Treadmill Running,1/19/2023 17:04,FALSE,Entrenamiento en cinta,8.83,562,01:00:38,153,182,4.7,182,199,06:52,05:39,--,--,0.8,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:58.9,6,0,8.83,--,01:00:24,01:00:39,--,--
Running,11/13/2023 06:34,FALSE,Running,10.01,563,00:58:15,152,173,4.4,195,206,05:49,04:28,59,66,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:03.1,11,0,10.01,66,00:58:12,01:05:43,7,36
Running,9/18/2023 07:11,FALSE,Running,10.2,563,01:00:18,156,174,4.7,195,210,05:55,04:33,48,58,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:55.2,11,0,10.2,58,01:00:16,01:04:48,7,36
Running,9/8/2023 06:35,FALSE,Running,10.07,563,01:01:46,154,174,4.4,190,201,06:08,05:06,62,70,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:22.0,11,0,10.07,70,01:01:41,01:09:42,7,35
Running,4/6/2023 07:21,FALSE,Carrera,10.22,563,01:01:17,147,167,4.7,190,204,06:00,04:41,65,72,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:51.1,7,0,10.22,72,01:01:13,01:10:01,7,40
Running,3/24/2023 06:48,FALSE,Carrera,10.13,563,01:01:21,147,171,4.6,189,201,06:03,04:53,50,58,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:29.8,7,0,10.13,58,01:01:13,01:09:41,7,31
Treadmill Running,6/3/2022 10:33,FALSE,Entrenamiento en cinta,6.51,563,01:05:24,158,173,5,165,192,10:02,08:30,--,--,0.6,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:50.1,5,0,6.51,--,01:02:47,01:05:24,--,--
Running,11/7/2022 07:32,FALSE,Carrera,9.31,564,01:00:49,158,177,5,187,210,06:32,05:18,80,83,0.82,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,08:20.9,6,0,9.31,83,00:59:38,01:03:17,7,57
Running,11/27/2023 07:14,FALSE,Running,9.84,565,00:56:26,150,184,4.5,194,206,05:44,04:32,62,70,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:34.0,10,0,9.84,70,00:56:19,01:04:55,7,35
Running,11/21/2023 06:21,FALSE,Running,10.04,565,00:59:11,149,172,4.4,191,206,05:54,04:04,51,59,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:10.1,11,0,10.04,59,00:59:02,01:05:20,7,35
Running,6/7/2023 07:23,FALSE,Running,10.15,565,01:01:03,152,169,4.4,193,236,06:01,05:10,52,61,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:49.7,7,0,10.15,61,01:01:00,01:06:26,7,36
Running,10/22/2023 07:07,FALSE,Running,10.12,566,00:59:56,151,181,4.4,195,206,05:55,04:31,62,71,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:33.8,11,0,10.12,71,00:59:51,01:05:25,7,36
Running,10/7/2023 07:12,FALSE,Running,10.12,566,00:59:26,153,172,4.6,195,210,05:52,04:41,61,70,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:36.6,11,0,10.12,70,00:59:22,01:03:45,6,36
Running,9/1/2023 06:21,FALSE,Running,9.92,566,01:00:51,155,178,4.7,188,198,06:08,05:04,74,59,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:08.7,10,0,9.92,59,01:00:47,01:09:33,2,36
Running,2/14/2024 08:00,FALSE,Running,9.62,567,00:56:04,147,170,4.5,193,203,05:50,04:54,48,49,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:09.9,10,0,9.62,49,00:56:02,01:01:41,6,31
Running,10/29/2023 06:35,FALSE,Running,10.17,567,00:59:30,154,172,4.5,194,204,05:51,04:47,47,50,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:50.8,11,0,10.17,50,00:59:09,01:05:02,7,35
Running,5/14/2023 07:05,FALSE,Running,10.11,567,01:00:19,147,178,4.6,190,201,05:58,04:20,54,60,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:08.2,7,0,10.11,60,01:00:18,01:05:58,6,36
Running,4/5/2023 07:06,FALSE,Carrera,10.42,567,01:01:25,148,170,4.9,193,206,05:53,04:55,68,76,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:04.1,7,0,10.42,76,01:01:22,01:06:54,7,40
Running,12/20/2022 07:04,FALSE,Carrera,9.57,567,00:59:57,152,169,4.8,191,202,06:16,05:26,53,50,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,09:18.0,6,0,9.57,50,00:59:37,01:02:49,7,31
Running,11/20/2023 07:35,FALSE,Running,10.12,568,01:00:31,144,165,4.2,194,203,05:59,04:59,61,67,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:36.3,11,0,10.12,67,01:00:23,01:07:11,7,36
Running,11/12/2023 06:36,FALSE,Running,10.16,568,00:58:12,154,178,4.7,195,203,05:44,04:35,64,72,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:44.8,11,0,10.16,72,00:58:07,01:02:16,6,36
Running,9/15/2023 06:50,FALSE,Running,10.09,568,01:00:37,159,181,4.5,189,201,06:00,05:12,46,56,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:28.3,11,0,10.09,56,01:00:29,01:09:28,7,36
Running,9/14/2023 06:36,FALSE,Running,10.14,568,01:01:43,155,178,4.5,189,201,06:05,04:53,58,67,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:39.7,11,0,10.14,67,01:01:26,01:09:27,7,36
Running,3/15/2023 07:09,FALSE,Carrera,10.36,568,01:00:09,161,176,5,196,213,05:48,04:28,60,65,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:34.9,7,0,10.36,65,00:59:49,01:03:41,7,35
Running,2/4/2024 07:02,FALSE,Running,9.65,569,00:58:43,148,168,4.3,193,203,06:05,04:38,53,59,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:26.5,10,0,9.65,59,00:58:32,01:01:51,7,31
Running,12/4/2023 06:35,FALSE,Running,10.02,569,00:57:18,151,174,4.3,194,203,05:43,04:37,50,57,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:05.1,11,0,10.02,57,00:57:12,01:03:29,7,36
Running,11/22/2023 07:10,FALSE,Running,10.13,569,00:59:31,155,184,4.3,194,203,05:52,03:42,60,69,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:39.5,11,0,10.13,69,00:59:26,01:07:24,6,36
Running,4/25/2023 06:36,FALSE,Running,10.4,569,01:01:12,146,171,4.8,193,206,05:53,04:39,59,66,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:59.9,7,0,10.4,66,01:01:06,01:07:33,7,41
Running,9/5/2023 06:36,FALSE,Running,9.91,570,01:00:22,163,181,5,192,201,06:05,05:10,58,65,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:13.6,10,0,9.91,65,01:00:19,01:06:47,7,35
Running,7/2/2023 06:06,FALSE,Running,10.31,570,01:01:34,150,181,4.3,187,199,05:58,05:12,59,66,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:53.5,11,0,10.31,66,01:01:28,01:08:01,7,35
Running,5/31/2023 07:06,FALSE,Running,10.43,570,01:04:09,140,167,4.1,191,204,06:09,04:53,45,54,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:09.6,7,0,10.43,54,01:04:07,01:06:37,7,37
Running,5/20/2023 07:05,FALSE,Running,10.74,570,00:59:37,149,169,4.9,196,210,05:33,04:23,68,73,0.92,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:25.5,7,0,10.74,73,00:59:30,01:04:59,6,41
Running,10/14/2022 07:36,FALSE,Carrera,10.02,570,01:10:04,152,172,5,183,206,07:00,05:27,84,82,0.78,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:03.7,7,0,10.02,82,01:09:31,01:13:39,7,68
Running,9/13/2023 06:35,FALSE,Running,10,571,01:00:32,161,178,4.7,191,202,06:03,04:47,56,63,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:23.0,10,0,10,63,01:00:22,01:08:55,7,35
Running,6/15/2023 06:39,FALSE,Running,10.33,571,01:01:38,152,173,4.6,189,201,05:58,04:53,36,45,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:44.6,7,0,10.33,45,01:01:34,01:05:08,7,45
Running,5/21/2023 07:06,FALSE,Running,10.28,571,01:00:07,145,164,4.8,192,204,05:51,04:20,58,66,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:07.7,7,0,10.28,66,01:00:06,01:04:14,7,35
Running,5/9/2023 07:06,FALSE,Running,10.55,571,01:02:34,145,165,4.5,191,201,05:56,05:05,59,71,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:03.5,7,0,10.55,71,01:02:31,01:05:23,7,37
Running,11/23/2022 07:10,FALSE,Carrera,9.53,571,01:04:22,150,165,4.3,192,203,06:45,05:18,49,56,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,09:48.6,6,0,9.53,56,01:04:04,01:06:46,7,27
Running,10/15/2022 08:14,FALSE,Carrera,10.03,571,01:11:43,150,170,4.9,182,245,07:09,05:04,82,77,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:20.5,7,0,10.03,77,01:09:37,01:20:12,7,68
Running,8/19/2023 06:20,FALSE,Running,10,572,01:11:50,145,172,4.1,184,198,07:11,05:41,62,69,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,06:50.2,10,0,10,69,01:11:20,01:24:20,7,57
Running,1/10/2024 07:05,FALSE,Running,10.2,573,00:56:48,149,164,4.7,196,208,05:34,04:30,49,59,0.91,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:52.1,11,0,10.2,59,00:55:38,01:01:56,7,36
Running,11/14/2023 06:36,FALSE,Running,10.04,573,00:59:07,154,183,4.5,195,206,05:53,04:01,63,70,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:08.4,11,0,10.04,70,00:59:02,01:06:08,7,35
Running,1/1/2023 07:03,FALSE,Carrera,9.72,573,01:01:26,149,165,4.5,191,199,06:19,05:29,416,47,0.83,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:21.8,7,0,9.72,47,01:01:03,01:02:46,-350,31
Running,7/16/2023 06:05,FALSE,Running,10.14,574,01:01:30,153,174,4.4,187,199,06:04,05:08,66,73,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:43.8,11,0,10.14,73,01:01:21,01:08:49,7,37
Running,6/30/2023 06:21,FALSE,Running,10.53,574,01:03:19,146,166,4.1,191,203,06:01,04:31,57,64,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:58.8,11,0,10.53,64,01:03:13,01:10:38,7,41
Running,4/10/2023 07:06,FALSE,Carrera,10.73,574,01:02:44,152,169,4.9,197,215,05:51,04:47,65,109,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:39.1,7,0,10.73,109,01:02:35,01:07:25,7,62
Running,10/22/2022 08:26,FALSE,Carrera,10.05,574,01:09:56,154,170,4.7,188,208,06:58,05:15,119,117,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,02:23.4,7,0,10.05,117,01:09:29,01:13:40,7,67
Running,10/15/2023 07:05,FALSE,Running,10.28,575,01:01:34,152,173,4.4,194,203,05:59,04:49,57,63,0.86,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:21.8,11,0,10.28,63,01:01:30,01:07:27,6,37
Running,10/9/2022 07:20,FALSE,Carrera,10.3,575,01:10:38,152,170,4.8,190,201,06:52,05:10,71,78,0.77,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:05.2,7,0,10.3,78,01:09:59,01:15:11,7,67
Running,11/29/2023 07:06,FALSE,Running,9.89,576,00:56:37,160,184,4.6,196,206,05:43,04:41,49,57,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:42.1,10,0,9.89,57,00:56:30,01:04:42,7,36
Running,9/4/2023 06:21,FALSE,Running,10.23,577,01:01:14,158,180,5,190,201,05:59,05:11,57,64,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:14.7,11,0,10.23,64,01:01:06,01:06:15,7,41
Running,5/10/2023 07:05,FALSE,Running,10.26,577,01:02:52,143,164,4.5,187,201,06:08,05:01,48,57,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:34.5,7,0,10.26,57,01:02:26,01:09:35,7,37
Running,10/10/2022 06:52,FALSE,Carrera,10.3,577,01:12:14,151,164,4.6,188,203,07:01,05:31,68,73,0.76,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,03:56.9,7,0,10.3,73,01:11:33,01:14:55,15,47
Running,10/30/2023 06:36,FALSE,Running,10.24,578,00:59:50,153,175,4.6,193,204,05:51,04:42,49,56,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:07.7,11,0,10.24,56,00:59:28,01:05:38,7,37
Running,11/28/2023 07:49,FALSE,Running,10.04,580,00:54:57,169,203,5,197,212,05:28,04:20,48,48,0.93,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:10.5,11,0,10.04,48,00:54:52,01:04:54,7,36
Running,11/19/2023 06:35,FALSE,Running,10.12,580,01:02:41,147,170,4.2,192,201,06:12,05:19,48,57,0.84,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:41.9,11,0,10.12,57,01:02:38,01:06:12,7,36
Running,10/24/2023 06:35,FALSE,Running,10.25,580,01:00:05,157,175,4.9,194,203,05:52,04:35,63,71,0.88,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:07.7,11,0,10.25,71,01:00:02,01:03:17,6,38
Running,10/12/2023 07:06,FALSE,Running,10.17,580,01:00:37,156,174,4.6,193,206,05:57,04:55,55,56,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:55.6,11,0,10.17,56,01:00:13,01:06:45,6,36
Running,5/17/2023 07:07,FALSE,Running,10.68,582,01:06:37,142,161,4,188,201,06:14,04:50,52,58,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,05:29.5,7,0,10.68,58,01:06:33,01:10:48,7,37
Running,1/17/2024 07:06,FALSE,Running,10.22,583,00:56:52,157,174,4.7,195,206,05:34,04:19,50,59,0.92,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:58.8,11,0,10.22,59,00:56:50,01:00:53,7,35
Running,10/17/2023 07:05,FALSE,Running,10.07,583,00:59:14,153,179,4.8,194,206,05:53,04:38,67,71,0.87,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:19.1,11,0,10.07,71,00:59:00,01:04:24,7,35
Running,5/8/2023 07:05,FALSE,Running,10.44,584,01:02:27,145,163,4.7,186,201,05:59,05:06,52,63,0.9,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,04:29.3,7,0,10.44,63,01:02:25,01:06:47,7,37
Running,1/3/2024 07:50,FALSE,Running,10.27,586,00:58:26,148,170,4.6,198,212,05:41,04:05,59,69,0.89,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,01:09.6,11,0,10.27,69,00:58:13,01:06:19,7,36
Running,7/20/2023 06:06,FALSE,Running,10.09,586,01:03:42,147,169,4.4,185,198,06:19,05:24,55,61,0.85,0,0,0,0,0,0,0,0,0,0,0,--,00:00,0,00:00,No,00:29.1,11,0,10.09,61,01:03:36,01:07:58,7,35
